1.500000000000000000e+01,1.400000000000000000e+01,1.500000000000000000e+01
9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01
1.000000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00

3.500000000000000000e+01,2.600000000000000000e+01,3.200000000000000000e+01
1.800000000000000000e+01,1.800000000000000000e+01,2.300000000000000000e+01
1.800000000000000000e+01,1.400000000000000000e+01,1.600000000000000000e+01

5.400000000000000000e+01,3.900000000000000000e+01,5.100000000000000000e+01
2.500000000000000000e+01,2.600000000000000000e+01,3.400000000000000000e+01
2.700000000000000000e+01,2.200000000000000000e+01,2.200000000000000000e+01

7.300000000000000000e+01,5.200000000000000000e+01,6.900000000000000000e+01
3.300000000000000000e+01,3.500000000000000000e+01,4.900000000000000000e+01
3.600000000000000000e+01,2.600000000000000000e+01,2.700000000000000000e+01

9.300000000000000000e+01,6.600000000000000000e+01,8.700000000000000000e+01
4.000000000000000000e+01,4.400000000000000000e+01,6.400000000000000000e+01
4.200000000000000000e+01,3.200000000000000000e+01,3.200000000000000000e+01

1.130000000000000000e+02,7.600000000000000000e+01,1.040000000000000000e+02
4.600000000000000000e+01,5.100000000000000000e+01,8.200000000000000000e+01
5.200000000000000000e+01,3.800000000000000000e+01,3.800000000000000000e+01

1.290000000000000000e+02,8.800000000000000000e+01,1.240000000000000000e+02
5.200000000000000000e+01,5.800000000000000000e+01,1.000000000000000000e+02
6.200000000000000000e+01,4.300000000000000000e+01,4.400000000000000000e+01

1.480000000000000000e+02,1.010000000000000000e+02,1.420000000000000000e+02
5.900000000000000000e+01,6.500000000000000000e+01,1.180000000000000000e+02
7.000000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01

1.670000000000000000e+02,1.110000000000000000e+02,1.600000000000000000e+02
6.400000000000000000e+01,7.100000000000000000e+01,1.360000000000000000e+02
8.100000000000000000e+01,5.400000000000000000e+01,5.600000000000000000e+01

1.830000000000000000e+02,1.250000000000000000e+02,1.800000000000000000e+02
6.900000000000000000e+01,7.800000000000000000e+01,1.530000000000000000e+02
9.000000000000000000e+01,6.000000000000000000e+01,6.200000000000000000e+01

1.980000000000000000e+02,1.340000000000000000e+02,1.970000000000000000e+02
7.700000000000000000e+01,8.400000000000000000e+01,1.770000000000000000e+02
9.900000000000000000e+01,6.600000000000000000e+01,6.800000000000000000e+01

2.180000000000000000e+02,1.440000000000000000e+02,2.170000000000000000e+02
8.300000000000000000e+01,9.000000000000000000e+01,1.970000000000000000e+02
1.070000000000000000e+02,7.000000000000000000e+01,7.400000000000000000e+01

2.380000000000000000e+02,1.540000000000000000e+02,2.380000000000000000e+02
8.800000000000000000e+01,9.600000000000000000e+01,2.170000000000000000e+02
1.140000000000000000e+02,7.500000000000000000e+01,8.000000000000000000e+01

2.570000000000000000e+02,1.650000000000000000e+02,2.560000000000000000e+02
9.300000000000000000e+01,1.020000000000000000e+02,2.370000000000000000e+02
1.240000000000000000e+02,8.100000000000000000e+01,8.500000000000000000e+01

2.780000000000000000e+02,1.740000000000000000e+02,2.750000000000000000e+02
9.900000000000000000e+01,1.070000000000000000e+02,2.610000000000000000e+02
1.310000000000000000e+02,8.500000000000000000e+01,9.000000000000000000e+01

2.950000000000000000e+02,1.850000000000000000e+02,2.950000000000000000e+02
1.060000000000000000e+02,1.120000000000000000e+02,2.790000000000000000e+02
1.400000000000000000e+02,9.100000000000000000e+01,9.700000000000000000e+01

3.170000000000000000e+02,1.950000000000000000e+02,3.150000000000000000e+02
1.100000000000000000e+02,1.190000000000000000e+02,2.980000000000000000e+02
1.480000000000000000e+02,9.500000000000000000e+01,1.030000000000000000e+02

3.380000000000000000e+02,2.040000000000000000e+02,3.340000000000000000e+02
1.140000000000000000e+02,1.230000000000000000e+02,3.220000000000000000e+02
1.560000000000000000e+02,1.000000000000000000e+02,1.090000000000000000e+02

3.560000000000000000e+02,2.130000000000000000e+02,3.540000000000000000e+02
1.180000000000000000e+02,1.270000000000000000e+02,3.550000000000000000e+02
1.620000000000000000e+02,1.020000000000000000e+02,1.130000000000000000e+02

3.710000000000000000e+02,2.230000000000000000e+02,3.750000000000000000e+02
1.220000000000000000e+02,1.330000000000000000e+02,3.750000000000000000e+02
1.740000000000000000e+02,1.090000000000000000e+02,1.180000000000000000e+02

3.880000000000000000e+02,2.330000000000000000e+02,3.940000000000000000e+02
1.260000000000000000e+02,1.360000000000000000e+02,4.020000000000000000e+02
1.830000000000000000e+02,1.140000000000000000e+02,1.240000000000000000e+02

4.090000000000000000e+02,2.400000000000000000e+02,4.130000000000000000e+02
1.310000000000000000e+02,1.400000000000000000e+02,4.290000000000000000e+02
1.910000000000000000e+02,1.180000000000000000e+02,1.290000000000000000e+02

4.290000000000000000e+02,2.490000000000000000e+02,4.300000000000000000e+02
1.360000000000000000e+02,1.460000000000000000e+02,4.550000000000000000e+02
1.980000000000000000e+02,1.230000000000000000e+02,1.340000000000000000e+02

4.440000000000000000e+02,2.570000000000000000e+02,4.500000000000000000e+02
1.400000000000000000e+02,1.520000000000000000e+02,4.840000000000000000e+02
2.070000000000000000e+02,1.270000000000000000e+02,1.390000000000000000e+02

4.650000000000000000e+02,2.650000000000000000e+02,4.650000000000000000e+02
1.430000000000000000e+02,1.580000000000000000e+02,5.150000000000000000e+02
2.140000000000000000e+02,1.320000000000000000e+02,1.430000000000000000e+02

4.820000000000000000e+02,2.730000000000000000e+02,4.880000000000000000e+02
1.470000000000000000e+02,1.620000000000000000e+02,5.380000000000000000e+02
2.250000000000000000e+02,1.360000000000000000e+02,1.490000000000000000e+02

5.010000000000000000e+02,2.830000000000000000e+02,5.100000000000000000e+02
1.490000000000000000e+02,1.670000000000000000e+02,5.650000000000000000e+02
2.310000000000000000e+02,1.400000000000000000e+02,1.540000000000000000e+02

