1.010000000000000000e+02,1.010000000000000000e+02,1.010000000000000000e+02
1.010000000000000000e+02,1.010000000000000000e+02,1.010000000000000000e+02
1.010000000000000000e+02,1.010000000000000000e+02,1.010000000000000000e+02

2.010000000000000000e+02,2.010000000000000000e+02,2.010000000000000000e+02
2.010000000000000000e+02,2.010000000000000000e+02,2.010000000000000000e+02
2.010000000000000000e+02,2.010000000000000000e+02,2.010000000000000000e+02

3.010000000000000000e+02,3.010000000000000000e+02,3.010000000000000000e+02
3.010000000000000000e+02,3.010000000000000000e+02,3.010000000000000000e+02
3.010000000000000000e+02,3.010000000000000000e+02,3.010000000000000000e+02

4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02
4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02
4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02

5.010000000000000000e+02,5.010000000000000000e+02,5.010000000000000000e+02
5.010000000000000000e+02,5.010000000000000000e+02,5.010000000000000000e+02
5.010000000000000000e+02,5.010000000000000000e+02,5.010000000000000000e+02

6.010000000000000000e+02,6.010000000000000000e+02,6.010000000000000000e+02
6.010000000000000000e+02,6.010000000000000000e+02,6.010000000000000000e+02
6.010000000000000000e+02,6.010000000000000000e+02,6.010000000000000000e+02

7.010000000000000000e+02,7.010000000000000000e+02,7.010000000000000000e+02
7.010000000000000000e+02,7.010000000000000000e+02,7.010000000000000000e+02
7.010000000000000000e+02,7.010000000000000000e+02,7.010000000000000000e+02

8.010000000000000000e+02,8.010000000000000000e+02,8.010000000000000000e+02
8.010000000000000000e+02,8.010000000000000000e+02,8.010000000000000000e+02
8.010000000000000000e+02,8.010000000000000000e+02,8.010000000000000000e+02

9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02
9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02
9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02

1.001000000000000000e+03,1.001000000000000000e+03,1.001000000000000000e+03
1.001000000000000000e+03,1.001000000000000000e+03,1.001000000000000000e+03
1.001000000000000000e+03,1.001000000000000000e+03,1.001000000000000000e+03

