100	12.688657524089045
200	10.887512435602655
300	7.105362607234314
400	2.646399040440549
500	1.8350167009288538
600	1.60582997421794
700	1.4751616861041028
800	1.3603398664778426
900	1.2695739513741475
1000	1.1753299787408968
1100	1.0728902963106344
1200	1.015939636284536
1300	0.9652838600188235
1400	0.9174801444250702
1500	0.8785259817463349
1600	0.8469552196079397
1700	0.820924298514389
1800	0.7991021991848349
1900	0.7713073597965647
2000	0.7469420995856757
2100	0.7273443223108031
2200	0.7133141469804201
2300	0.6935872250356199
2400	0.6780347125216228
2500	0.6583339929413121
2600	0.6429849406104051
2700	0.62816067978178
2800	0.6175210915562017
2900	0.6071731959446736
3000	0.5935066188965767
3100	0.5813974903403798
3200	0.5734286494564833
3300	0.5606937765713065
3400	0.5496366744480556
3500	0.5411330495244693
3600	0.533953619072531
3700	0.5246891209773696
3800	0.5158416618271061
3900	0.5066950064499016
4000	0.5002041343408129
4100	0.48989567680486706
4200	0.4796335818527607
4300	0.4712705646839024
4400	0.4628689287598802
4500	0.4548550802402797
4600	0.4491360313513126
4700	0.44256413059436983
4800	0.43463675165209176
4900	0.42787078600370276
5000	0.4217368070970255
5100	0.415859686061557
5200	0.4105720632948018
5300	0.40374323906227516
5400	0.3970651713866734
5500	0.39246254738769687
5600	0.3866154317071266
5700	0.3827351578970019
5800	0.37843327801701415
5900	0.3725917667181315
6000	0.36949946468267636
6100	0.36636060790581415
6200	0.36235056574801594
