3.340000000000000000e+02,1.382000000000000000e+03,1.430000000000000000e+03,1.523000000000000000e+03,1.483000000000000000e+03,1.142000000000000000e+03
3.130000000000000000e+02,3.130000000000000000e+02,3.130000000000000000e+02,3.130000000000000000e+02,2.950000000000000000e+02,3.130000000000000000e+02
3.600000000000000000e+01,1.570000000000000000e+02,3.600000000000000000e+01,3.600000000000000000e+01,3.600000000000000000e+01,3.700000000000000000e+01
2.700000000000000000e+01,2.700000000000000000e+01,1.240000000000000000e+02,2.700000000000000000e+01,2.700000000000000000e+01,2.800000000000000000e+01
1.700000000000000000e+01,1.700000000000000000e+01,1.800000000000000000e+01,7.500000000000000000e+01,1.800000000000000000e+01,1.800000000000000000e+01
9.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,3.800000000000000000e+01,1.000000000000000000e+01
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.800000000000000000e+01

6.890000000000000000e+02,2.543000000000000000e+03,2.824000000000000000e+03,3.186000000000000000e+03,3.023000000000000000e+03,2.148000000000000000e+03
6.440000000000000000e+02,6.440000000000000000e+02,6.440000000000000000e+02,6.450000000000000000e+02,6.040000000000000000e+02,6.450000000000000000e+02
7.300000000000000000e+01,3.510000000000000000e+02,7.400000000000000000e+01,7.400000000000000000e+01,7.400000000000000000e+01,7.400000000000000000e+01
5.300000000000000000e+01,5.400000000000000000e+01,2.680000000000000000e+02,5.400000000000000000e+01,5.400000000000000000e+01,5.400000000000000000e+01
3.200000000000000000e+01,3.200000000000000000e+01,3.200000000000000000e+01,1.440000000000000000e+02,3.200000000000000000e+01,3.300000000000000000e+01
1.900000000000000000e+01,1.900000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,8.600000000000000000e+01,2.000000000000000000e+01
6.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,2.700000000000000000e+01

1.050000000000000000e+03,3.824000000000000000e+03,4.256000000000000000e+03,4.603000000000000000e+03,4.606000000000000000e+03,3.239000000000000000e+03
9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.140000000000000000e+02,9.860000000000000000e+02
1.080000000000000000e+02,5.320000000000000000e+02,1.080000000000000000e+02,1.080000000000000000e+02,1.080000000000000000e+02,1.080000000000000000e+02
7.900000000000000000e+01,7.900000000000000000e+01,4.030000000000000000e+02,7.900000000000000000e+01,7.900000000000000000e+01,8.000000000000000000e+01
