400	804.279476724789
800	588.7771109715769
1200	489.2020512961092
1600	428.56795050059105
2000	386.58099732792215
2400	355.26156313484995
2800	330.7230127405908
3200	310.81969199548723
3600	294.2339617887362
4000	280.1309274145422
4400	267.9463069670112
4800	257.27609010087144
5200	247.8277373842023
5600	239.38791765990078
6000	231.7842131245538
6400	224.88477381490526
6800	218.5883469775228
7200	212.81069184308149
7600	207.4848011121242
8000	202.55622981911597
8400	197.97021850634155
8800	193.6965258553088
9200	189.69787563370042
9600	185.9478584984778
10000	182.4136689488442
