9	51.544905981044465
1009	3.5768642464403317
2009	2.6021579485218855
3009	2.145570571828829
4009	1.8846901536751803
5009	1.7030328193426327
6009	1.5638807273294557
7009	1.4575566813055403
8009	1.3684977528051137
9009	1.2975511837005749
10009	1.2343792817208865
11009	1.1813646380074359
12009	1.1361375020140732
13009	1.0959170072234137
14009	1.0617589992503653
15009	1.0272162057831151
16009	0.9983949609009419
17009	0.9697789729692179
18009	0.9449252381658293
19009	0.9226820790556891
20009	0.9001274136528865
21009	0.881305462211409
22009	0.8623485526441453
